Date,Rank,Symbol,DailyRet%,Gap%,DayRange%,Close,Volume
2026-05-27,38,HEROMOTOCO,1.85,0.2,2.45,5075.0,460843
2026-05-27,39,IDFCFIRSTB,1.79,0.0,3.2,71.48,16565002
2026-05-27,40,ADANIPOWER,1.79,1.26,2.92,248.91,85859567
2026-05-29,1,GUJGASLTD,8.48,0.05,10.82,401.15,2598864
2026-05-29,2,BLISSGVS,7.17,0.31,11.2,425.3,7739080
2026-05-29,3,KIRLOSENG,5.36,0.25,6.66,1928.0,1104553
2026-05-29,4,IFBIND,5.08,1.43,13.31,1252.5,912172
2026-05-29,5,GULFOILLUB,4.62,0.01,7.23,973.05,588617
2026-05-29,6,ERIS,3.57,0.0,3.86,1399.0,174852
2026-05-29,7,HFCL,3.46,0.62,10.79,179.94,111112652
2026-05-29,8,JAMNAAUTO,3.03,0.51,8.47,127.67,14745250
2026-05-29,9,ENRIN,2.81,1.3,4.22,3872.1,2387595
2026-05-29,10,INDOCO,2.77,5.25,5.58,209.66,490667
2026-05-29,11,INDOSTAR,2.66,0.33,9.55,236.37,852336
2026-05-29,12,COFORGE,2.41,1.56,3.19,1421.8,3533060
2026-05-29,13,AIAENG,1.71,0.74,3.96,4503.6,212656
2026-05-29,14,BOSCHLTD,1.64,0.92,4.61,36625.0,168254
2026-05-29,15,EIDPARRY,1.61,0.68,3.3,755.4,447536
2026-05-29,16,HCLTECH,1.6,1.27,1.26,1183.8,12446602
2026-05-29,17,IEX,1.36,-0.09,2.66,128.31,7112020
2026-05-29,18,BANDHANBNK,1.2,0.05,3.18,208.3,17292707
2026-05-29,19,BHARATFORG,0.96,0.92,2.47,1957.2,3127027
2026-05-29,20,ABFRL,0.86,0.0,7.71,64.61,21866359
2026-05-29,21,ALKEM,0.85,2.32,5.81,5498.0,1404988
2026-05-29,22,CUB,0.63,0.02,1.79,191.59,1831233
2026-05-29,23,CREDITACC,0.55,0.49,2.95,1295.5,214487
2026-05-29,24,HYUNDAI,0.54,-0.6,5.97,1924.0,20806845
2026-05-29,25,BALKRISIND,0.49,0.29,8.45,2205.5,638688
2026-05-29,26,CHENNPETRO,0.48,1.13,2.37,1058.2,689112
2026-05-29,27,ABB,0.47,0.84,3.03,7253.0,1105117
2026-05-29,28,IDBI,0.46,0.83,3.8,73.83,13441911
2026-05-29,29,EDELWEISS,0.44,-0.03,3.83,112.82,3774593
2026-05-29,30,JINDALSAW,0.41,0.78,4.68,247.09,4042280
2026-05-29,31,CENTURYPLY,0.39,-0.69,4.76,773.35,122497
2026-05-29,32,IFCI,0.22,0.76,3.58,68.53,45005174
2026-05-29,33,INFY,0.09,1.91,4.86,1160.9,69085430
2026-05-29,34,KALYANKJIL,0.08,0.06,4.36,355.05,52597584
2026-05-29,35,CDSL,0.06,0.48,2.67,1244.6,2255976
2026-05-29,36,CAPLIPOINT,0.06,-0.01,3.68,2024.5,97307
2026-05-29,37,FEDERALBNK,0.02,1.07,3.57,288.95,239376091
2026-05-29,38,ASIANPAINT,-0.01,0.16,4.36,2671.6,5062328
2026-05-29,39,INDIANB,-0.04,0.44,4.42,833.0,34509165
2026-05-29,40,HSCL,-0.12,0.63,3.15,606.45,6139031
2026-06-01,1,ADVENZYMES,4.27,1.5,6.15,379.55,424556
2026-06-01,2,CHENNPETRO,3.66,0.66,5.1,1096.9,2103128
2026-06-01,3,INFY,3.58,1.21,3.73,1202.5,19439331
2026-06-01,4,BALRAMCHIN,3.52,0.27,4.52,532.9,599162
2026-06-01,5,GESHIP,3.44,0.0,5.07,1467.7,1494016
2026-06-01,6,COALINDIA,3.21,-0.29,4.47,472.6,47716517
2026-06-01,7,COFORGE,2.77,1.15,4.23,1461.2,5877548
2026-06-01,8,LUXIND,2.61,0.41,5.19,1416.3,138878
2026-06-01,9,IGL,2.53,0.0,3.65,164.53,5084235
2026-06-01,10,BERGEPAINT,2.46,0.28,3.38,512.9,594208
2026-06-01,11,COROMANDEL,1.94,0.74,3.66,1787.7,487413
2026-06-01,12,KNRCON,1.78,0.0,7.85,128.91,2626588
2026-06-01,13,FSL,1.72,-0.37,4.57,267.25,2211736
2026-06-01,14,JSWSTEEL,1.67,0.12,1.98,1299.4,1388242
2026-06-01,15,EXIDEIND,1.49,1.02,2.63,392.25,3705826
2026-06-01,16,CREDITACC,1.42,0.0,2.87,1313.9,204636
2026-06-01,17,HFCL,1.3,0.03,5.55,182.28,61616434
2026-06-01,18,HINDALCO,1.3,0.29,2.02,1141.3,6934532
2026-06-01,19,GHCL,1.22,0.0,3.93,459.7,194176
2026-06-01,20,ELGIEQUIP,1.19,1.14,4.45,580.25,1000662
2026-06-01,21,BRIGADE,1.17,0.12,2.17,495.0,283837
2026-06-01,22,BAJAJCON,1.13,0.02,3.91,559.05,589877
2026-06-01,23,ASTRAZEN,1.13,0.1,2.83,8729.0,9223
2026-06-01,24,INDIGO,1.1,2.72,4.27,4453.3,1665946
2026-06-01,25,CCL,1.04,0.0,2.74,1064.8,154015
2026-06-01,26,INDIACEM,1.01,0.51,1.57,385.8,144162
2026-06-01,27,HCLTECH,0.95,0.53,1.92,1195.1,5970435
2026-06-01,28,CANFINHOME,0.89,0.0,3.2,837.05,195938
2026-06-01,29,GRANULES,0.67,0.79,2.89,779.0,748331
2026-06-01,30,CHAMBLFERT,0.65,0.77,2.81,469.45,953147
2026-06-01,31,DCMSHRIRAM,0.53,0.02,2.32,1042.2,29946
2026-06-01,32,AUROPHARMA,0.51,0.0,2.03,1433.7,1385493
2026-06-01,33,GSFC,0.48,1.08,1.38,163.89,679110
2026-06-01,34,DCAL,0.47,0.49,3.98,195.62,215093
2026-06-01,35,GRINDWELL,0.45,1.59,4.47,1848.0,174785
2026-06-01,36,DMART,0.43,0.5,1.6,4071.8,307596
2026-06-01,37,AIAENG,0.42,0.49,2.81,4522.7,192749
2026-06-01,38,CASTROLIND,0.41,-0.12,1.64,183.97,696505
2026-06-01,39,ENDURANCE,0.35,0.63,3.98,2732.2,134537
2026-06-01,40,CERA,0.31,0.09,2.67,5582.0,9390
2026-06-02,1,BLISSGVS,7.95,-0.91,11.34,434.45,3872581
2026-06-02,2,IFCI,6.58,-0.33,8.32,71.64,105743147
2026-06-02,3,IFBIND,5.72,-0.14,9.05,1317.8,253081
2026-06-02,4,INFY,5.68,2.49,3.86,1270.8,36032600
2026-06-02,5,HFCL,4.2,-1.25,8.17,189.94,64857457
2026-06-02,6,CHENNPETRO,4.08,-0.26,6.47,1141.6,1839119
2026-06-02,7,HCLTECH,4.05,1.25,4.59,1243.5,7663067
2026-06-02,8,COFORGE,3.99,0.75,6.3,1519.5,10654328
2026-06-02,9,EXIDEIND,3.57,-0.5,5.86,406.25,7426529
2026-06-02,10,GESHIP,3.37,0.0,3.82,1517.2,980366
2026-06-02,11,ADVENZYMES,3.31,-0.18,7.9,392.1,369750
2026-06-02,12,ECLERX,2.92,-0.61,7.06,1517.2,298335
2026-06-02,13,HAVELLS,2.75,-0.89,4.73,1174.6,1283197
2026-06-02,14,COCHINSHIP,2.68,-0.31,4.7,1467.7,1104916
2026-06-02,15,KALYANKJIL,2.66,0.0,4.59,353.1,9500123
2026-06-02,16,CARERATING,2.39,-1.64,4.7,1639.2,46406
2026-06-02,17,KNRCON,2.38,-1.09,6.69,131.98,1395196
2026-06-02,18,INDHOTEL,2.3,-1.03,4.51,661.65,2270486
2026-06-02,19,ADANIENSOL,2.28,-0.15,4.1,1530.6,2826067
2026-06-02,20,BAJAJCON,2.25,-1.35,3.92,571.65,428439
2026-06-02,21,BLUESTARCO,2.25,-0.76,5.08,1579.6,428890
2026-06-02,22,FINEORG,2.11,-0.41,3.89,4586.5,5839
2026-06-02,23,CYIENT,2.11,-0.16,3.03,925.6,589573
2026-06-02,24,DLF,2.03,-0.65,4.1,591.85,4592067
2026-06-02,25,ADANIENT,2.02,-0.84,3.77,2968.1,2066890
2026-06-02,26,ASHOKA,1.97,-0.68,4.8,124.23,718290
2026-06-02,27,INDIANB,1.95,0.26,2.74,825.55,2748849
2026-06-02,28,EIDPARRY,1.9,0.0,3.55,755.3,304271
2026-06-02,29,DCAL,1.78,-0.5,4.65,199.1,224671
2026-06-02,30,ADANIPORTS,1.74,-2.15,4.07,1814.5,2256569
2026-06-02,31,KEI,1.69,-1.26,4.13,5261.5,204472
2026-06-02,32,ABB,1.69,-0.82,3.02,7146.0,511846
2026-06-02,33,FEDERALBNK,1.68,-0.59,3.11,293.05,5900487
2026-06-02,34,APOLLOTYRE,1.67,0.04,4.2,391.75,1479954
2026-06-02,35,ELGIEQUIP,1.57,0.0,3.19,589.35,403156
2026-06-02,36,ADANIPOWER,1.56,-0.99,3.99,235.93,40494771
2026-06-02,37,IDBI,1.55,0.04,2.54,73.19,3593761
2026-06-02,38,GNFC,1.5,-0.86,3.15,506.8,186236
2026-06-02,39,CGPOWER,1.49,0.08,3.07,907.7,4931769
2026-06-02,40,BHEL,1.47,-1.19,3.38,410.75,8510633
2026-06-03,1,IFCI,12.26,0.92,14.13,80.42,322483580
2026-06-03,2,DELTACORP,9.14,0.67,13.37,69.62,25067911
2026-06-03,3,HFCL,4.99,-0.02,5.49,199.41,65716679
2026-06-03,4,CHENNPETRO,4.22,0.74,7.25,1189.8,3461172
2026-06-03,5,JINDALSAW,4.04,0.78,6.51,250.87,4135336
2026-06-03,6,DMART,2.75,0.19,4.36,4168.4,857620
2026-06-03,7,FEDERALBNK,2.73,0.31,4.28,301.05,15946881
2026-06-03,8,INDIANB,2.71,0.48,4.29,847.9,2814036
2026-06-03,9,ERIS,2.57,0.57,3.82,1397.1,112792
2026-06-03,10,APOLLOHOSP,2.48,0.25,2.57,8290.5,724687
2026-06-03,11,BALKRISIND,2.33,-0.25,3.3,2200.4,111771
2026-06-03,12,CANBK,2.15,0.05,3.88,131.85,38359464
2026-06-03,13,GRANULES,2.09,0.57,2.13,793.8,769581
2026-06-03,14,APLAPOLLO,2.05,0.0,3.66,1805.4,504434
2026-06-03,15,ELGIEQUIP,2.01,0.28,4.52,601.2,1223194
2026-06-03,16,BANKINDIA,1.92,0.28,4.25,139.92,7726413
2026-06-03,17,BHARATFORG,1.77,0.27,2.89,1936.5,808066
2026-06-03,18,KIRLOSENG,1.76,0.82,3.15,1889.5,250338
2026-06-03,19,ENRIN,1.75,0.5,4.6,3686.6,1027266
2026-06-03,20,BEML,1.62,-0.03,5.06,1757.3,160435
2026-06-03,21,GREAVESCOT,1.56,-0.2,4.02,183.73,977413
2026-06-03,22,FDC,1.54,1.59,5.42,398.8,505078
2026-06-03,23,BOSCHLTD,1.45,0.0,4.34,37760.0,41647
2026-06-03,24,KTKBANK,1.36,0.04,4.73,267.6,2909567
2026-06-03,25,GICRE,1.31,0.12,2.37,382.6,278145
2026-06-03,26,ICICIBANK,1.26,-0.55,2.82,1242.0,13934754
2026-06-03,27,GRAPHITE,1.21,0.01,3.69,730.05,895481
2026-06-03,28,BLISSGVS,1.2,0.82,4.28,439.65,2648317
2026-06-03,29,BANKBARODA,1.15,-0.71,3.42,268.85,17903043
2026-06-03,30,AVANTIFEED,1.13,0.0,3.75,1171.7,288810
2026-06-03,31,FINEORG,1.03,0.2,3.29,4633.8,6706
2026-06-03,32,INDIGO,1.03,-0.58,3.92,4512.1,808155
2026-06-03,33,CRISIL,1.0,0.01,2.91,3888.3,33277
2026-06-03,34,COLPAL,0.99,-0.09,1.91,2018.6,308158
2026-06-03,35,GUJALKALI,0.89,0.17,5.18,670.75,202532
2026-06-03,36,KRBL,0.88,0.29,3.1,350.15,448473
2026-06-03,37,BSE,0.87,0.09,4.15,3966.1,5058668
2026-06-03,38,JAMNAAUTO,0.82,0.29,3.54,121.66,1571478
2026-06-03,39,CESC,0.82,-1.03,2.45,180.36,1267784
2026-06-03,40,AUROPHARMA,0.78,0.23,2.71,1440.4,969156
2026-06-04,1,ITDC,10.0,1.94,8.5,589.15,357669
2026-06-04,2,HSCL,6.64,-0.01,7.31,642.0,19227270
2026-06-04,3,ENGINERSIN,4.23,-0.27,5.96,237.67,4223885
2026-06-04,4,BASF,3.95,0.05,4.89,3443.7,27029
2026-06-04,5,BLISSGVS,3.76,-1.35,6.78,456.2,1669756
2026-06-04,6,ATGL,3.69,0.14,4.86,744.05,9657791
2026-06-04,7,JINDALSAW,3.64,0.45,6.18,260.0,10769366
2026-06-04,8,HYUNDAI,3.54,-0.88,5.3,1932.4,2040045
2026-06-04,9,ELGIEQUIP,3.48,-0.3,5.44,622.15,1850678
2026-06-04,10,CGPOWER,3.45,0.92,4.88,937.9,8471887
2026-06-04,11,INDOSTAR,3.25,-1.13,6.58,233.92,135102
2026-06-04,12,KIRLOSENG,3.2,0.46,5.95,1949.9,498919
2026-06-04,13,KIOCL,3.02,0.08,6.7,395.3,479407
2026-06-04,14,ETERNAL,2.98,-1.01,5.75,254.35,36690161
2026-06-04,15,GRINDWELL,2.91,-0.37,4.7,1921.4,83341
2026-06-04,16,INDOCO,2.82,-0.21,7.13,213.28,249447
2026-06-04,17,DBL,2.67,-0.24,5.39,427.35,155944
2026-06-04,18,KALYANKJIL,2.58,-0.42,6.02,362.1,14354554
2026-06-04,19,CAPLIPOINT,2.37,-1.16,4.56,2019.7,97390
2026-06-04,20,GAIL,2.25,-1.42,4.03,167.55,11510123
2026-06-04,21,FINCABLES,2.16,-0.05,3.81,1018.1,389452
2026-06-04,22,COALINDIA,1.98,0.15,2.46,481.65,16059802
2026-06-04,23,IFCI,1.94,0.72,6.6,81.98,202071793
2026-06-04,24,APLLTD,1.93,-0.85,4.21,737.55,636136
2026-06-04,25,ADANIENSOL,1.8,-0.07,2.94,1520.0,2706265
2026-06-04,26,CIPLA,1.71,-0.74,3.7,1398.7,1548692
2026-06-04,27,BSE,1.7,-0.43,4.5,4033.4,4245472
2026-06-04,28,BLUESTARCO,1.7,-0.04,5.26,1607.6,1336959
2026-06-04,29,CARBORUNIV,1.67,0.0,2.95,1028.6,113027
2026-06-04,30,CUMMINSIND,1.67,0.13,3.6,5787.5,502845
2026-06-04,31,AIAENG,1.66,-0.02,3.17,4596.5,96853
2026-06-04,32,DABUR,1.63,-0.08,3.43,424.65,2919945
2026-06-04,33,ADANIENT,1.61,-0.19,2.22,2972.8,1722991
2026-06-04,34,AUROPHARMA,1.61,0.12,3.5,1463.6,931335
2026-06-04,35,GMDCLTD,1.5,0.17,2.44,676.85,1776470
2026-06-04,36,CENTURYPLY,1.49,-0.68,2.37,764.1,30152
2026-06-04,37,GICRE,1.45,-0.16,3.12,388.15,440578
2026-06-04,38,CEATLTD,1.43,0.0,2.76,3230.2,105783
2026-06-04,39,KEI,1.42,0.0,3.61,5296.0,201738
2026-06-04,40,ABCAPITAL,1.41,0.0,3.07,353.65,3074970
2026-06-05,1,ITDC,13.71,4.22,16.49,669.95,18236659
2026-06-05,2,ADANIGREEN,7.19,0.54,7.02,1525.7,10448500
2026-06-05,3,HSCL,6.71,0.58,11.5,685.05,24445679
2026-06-05,4,GREAVESCOT,5.04,0.02,6.54,192.2,4128580
2026-06-05,5,ADANIENSOL,3.88,0.55,4.24,1579.0,5528998
2026-06-05,6,FINCABLES,3.87,0.19,5.06,1057.5,697666
2026-06-05,7,EDELWEISS,3.24,0.39,5.07,114.67,5788721
2026-06-05,8,FORTIS,2.98,0.62,3.24,968.65,1545060
2026-06-05,9,KALYANKJIL,2.69,1.35,3.42,371.85,8220311
2026-06-05,10,BBTC,2.64,1.34,2.95,1529.1,68257
2026-06-05,11,KIOCL,2.57,1.44,6.06,405.45,576375
2026-06-05,12,BAJAJELEC,2.55,0.41,3.77,311.5,477337
2026-06-05,13,ADANIENT,2.54,0.65,4.64,3048.2,5617327
2026-06-05,14,ATGL,2.45,0.4,3.9,762.25,10074052
2026-06-05,15,ASTERDM,2.16,0.12,2.32,754.0,233590
2026-06-05,16,HINDUNILVR,2.02,0.35,2.42,2121.5,1822999
2026-06-05,17,CANBK,2.02,0.06,2.52,135.81,47139920
2026-06-05,18,COROMANDEL,1.92,1.13,2.67,1796.8,402350
2026-06-05,19,GRINDWELL,1.92,-0.33,2.96,1958.2,76304
2026-06-05,20,ADANIPORTS,1.86,0.59,1.74,1824.2,1640762
2026-06-05,21,BAJFINANCE,1.72,-0.05,4.46,889.4,13274646
2026-06-05,22,JBCHEPHARM,1.67,0.55,2.77,2169.3,188786
2026-06-05,23,KRBL,1.6,-0.38,2.93,356.65,360238
2026-06-05,24,AXISBANK,1.52,0.53,1.91,1272.3,7825303
2026-06-05,25,ICICIGI,1.45,0.28,2.07,1758.0,756353
2026-06-05,26,IGL,1.4,0.06,2.11,164.32,2353993
2026-06-05,27,FINEORG,1.38,1.92,2.51,4754.4,17984
2026-06-05,28,FEDERALBNK,1.35,0.13,3.22,304.15,9322801
2026-06-05,29,ICICIPRULI,1.29,0.41,2.76,483.25,1629387
2026-06-05,30,BANKINDIA,1.27,0.15,2.56,141.46,12702704
2026-06-05,31,GICRE,1.24,0.0,1.79,392.95,281956
2026-06-05,32,BOMDYEING,1.18,0.39,2.3,122.95,519006
2026-06-05,33,CHOLAFIN,1.16,0.03,4.64,1503.2,2458256
2026-06-05,34,ADANIPOWER,1.12,0.72,2.67,232.6,30846795
2026-06-05,35,ESCORTS,1.11,0.51,1.72,2781.5,112142
2026-06-05,36,CARBORUNIV,1.09,1.12,4.48,1039.8,311452
2026-06-05,37,ABCAPITAL,1.09,0.07,3.79,357.5,3775258
2026-06-05,38,CHAMBLFERT,1.08,0.71,1.4,467.7,567168
2026-06-05,39,BATAINDIA,1.07,0.36,1.71,664.6,72436
2026-06-05,40,CCL,1.07,0.12,1.85,1079.1,147309
2026-06-08,1,CCL,8.7,-0.84,14.71,1173.0,6371979
2026-06-08,2,BAJAJCON,4.22,0.61,8.07,575.35,2324807
2026-06-08,3,CAPLIPOINT,3.83,-1.06,7.21,2111.0,628306
2026-06-08,4,BALRAMCHIN,3.5,-0.34,6.13,550.4,1652219
2026-06-08,5,INDOSTAR,2.47,-1.21,8.48,240.64,438590
2026-06-08,6,FORTIS,2.11,-1.35,5.2,989.1,4402527
2026-06-08,7,ALKEM,2.0,-0.03,4.26,5356.5,225217
2026-06-08,8,CANFINHOME,1.84,-0.36,4.24,822.75,326243
2026-06-08,9,BOMDYEING,1.82,0.07,8.48,125.19,5298846
2026-06-08,10,DEEPAKFERT,1.81,-1.67,5.43,1451.6,678050
2026-06-08,11,ASTERDM,1.61,-0.36,5.67,766.15,1890588
2026-06-08,12,CARBORUNIV,1.41,-1.42,4.29,1054.5,146955
2026-06-08,13,ADVENZYMES,1.35,-1.92,5.97,372.0,206079
2026-06-08,14,BEL,1.16,-2.25,4.04,412.95,12017495
2026-06-08,15,ICRA,0.99,-0.02,3.42,5119.5,7841
2026-06-08,16,APLLTD,0.96,0.59,2.91,745.5,449802
2026-06-08,17,BSE,0.95,-1.74,4.44,3916.8,3952740
2026-06-08,18,GLAXO,0.91,-0.43,2.21,2183.8,84616
2026-06-08,19,CUB,0.88,-0.76,3.68,185.25,2254752
2026-06-08,20,BHARTIARTL,0.84,-1.28,2.73,1813.3,6324919
2026-06-08,21,CHENNPETRO,0.84,-1.02,5.38,1191.3,1528719
2026-06-08,22,GAIL,0.72,-0.82,3.02,168.6,8999902
2026-06-08,23,ENGINERSIN,0.67,-1.59,4.92,239.37,4779777
2026-06-08,24,APOLLOHOSP,0.65,-1.13,3.36,8358.5,539009
2026-06-08,25,ESCORTS,0.62,-0.58,2.76,2798.7,116022
2026-06-08,26,LALPATHLAB,0.59,-1.74,5.49,1545.9,342382
2026-06-08,27,HAL,0.5,-1.19,3.23,4238.0,719608
2026-06-08,28,GLENMARK,0.48,-0.84,3.47,2176.5,491134
2026-06-08,29,ECLERX,0.34,-0.37,4.84,1384.8,207300
2026-06-08,30,BERGEPAINT,0.34,-1.07,2.86,491.9,281633
2026-06-08,31,COLPAL,0.3,-0.67,2.36,2005.5,313988
2026-06-08,32,JBCHEPHARM,0.16,-0.24,4.37,2172.8,198356
2026-06-08,33,FEDERALBNK,0.15,-0.54,2.86,304.6,12112735
2026-06-08,34,INDIANB,0.11,-0.6,2.74,843.0,2040599
2026-06-08,35,FDC,0.07,-1.31,5.18,381.25,327397
2026-06-08,36,EMAMILTD,0.05,-1.22,2.94,385.0,436832
2026-06-08,37,DBCORP,0.0,0.0,2.38,201.81,55613
2026-06-08,38,ERIS,-0.01,-0.75,2.71,1365.1,56948
2026-06-08,39,BEML,-0.08,-0.44,3.29,1741.4,218994
2026-06-08,40,GODREJCP,-0.1,-1.19,2.06,997.0,630285
2026-06-09,1,CAPLIPOINT,6.83,0.54,7.8,2255.2,614724
2026-06-09,2,CERA,6.61,0.53,7.82,5835.0,219376
2026-06-09,3,KIOCL,5.99,0.84,5.86,411.25,595207
2026-06-09,4,BANKBARODA,5.59,0.44,5.32,273.75,32633870
2026-06-09,5,KTKBANK,5.46,0.37,5.55,270.6,3892012
2026-06-09,6,BANKINDIA,5.45,0.09,5.57,147.72,22007536
2026-06-09,7,INDOSTAR,5.38,-0.31,8.09,253.59,293063
2026-06-09,8,IDBI,4.9,0.9,5.07,75.37,15955375
2026-06-09,9,DEEPAKFERT,4.62,0.23,5.02,1518.6,584139
2026-06-09,10,IFCI,4.43,0.31,5.01,77.07,47703896
2026-06-09,11,CANBK,4.25,-0.39,4.85,137.51,57740162
2026-06-09,12,INDIGO,4.08,0.35,3.97,4537.6,1000203
2026-06-09,13,BAJAJHLDNG,3.9,0.71,4.15,10253.0,57488
2026-06-09,14,CUB,3.81,0.32,4.88,192.3,6175213
2026-06-09,15,INDIANB,3.79,0.82,3.65,874.95,3638354
2026-06-09,16,DBL,3.78,0.18,3.89,436.5,125511
2026-06-09,17,IFBIND,3.78,0.87,3.98,1286.0,59047
2026-06-09,18,GODFRYPHLP,3.63,0.1,4.21,2263.2,363095
2026-06-09,19,DIVISLAB,3.56,0.21,3.91,6753.0,912179
2026-06-09,20,FEDERALBNK,3.45,0.69,3.14,315.1,14386417
2026-06-09,21,BOSCHLTD,3.31,0.67,3.4,37820.0,46439
2026-06-09,22,CHOLAHLDNG,3.24,0.25,3.19,1458.1,91972
2026-06-09,23,FDC,3.21,0.5,3.86,393.5,281725
2026-06-09,24,COROMANDEL,3.2,0.0,4.25,1807.1,298605
2026-06-09,25,INDOCO,3.17,1.56,4.37,205.86,111058
2026-06-09,26,IDFCFIRSTB,3.16,1.26,3.43,73.69,42291787
2026-06-09,27,ASTERDM,3.16,0.5,4.84,790.35,2322732
2026-06-09,28,INDUSINDBK,3.1,0.11,3.57,922.8,1694676
2026-06-09,29,BBTC,3.04,0.0,3.77,1527.2,60207
2026-06-09,30,GMDCLTD,2.98,0.21,3.47,627.8,1700315
2026-06-09,31,ADANIGREEN,2.95,1.9,3.66,1534.5,4557152
2026-06-09,32,CHENNPETRO,2.95,-0.03,4.44,1226.4,1050287
2026-06-09,33,HIMATSEIDE,2.88,1.16,3.31,76.88,352414
2026-06-09,34,DCMSHRIRAM,2.81,-0.13,3.69,1025.2,71791
2026-06-09,35,CHOLAFIN,2.71,0.59,2.81,1495.4,1430472
2026-06-09,36,HINDCOPPER,2.66,0.7,2.56,519.6,2628178
